SampleID,sigma_model,tau2,posterior_density,chi2_sigma_min_at_tau2
EDTRPAS1-35,marginalised,154.71628975721805,0.0065430196538275335,5.9696879386901855
EDTRPAS1-35,marginalised,159.2629142810718,0.006544210187445531,5.968499660491943
EDTRPAS1-35,marginalised,163.94314978146426,0.006545243461135159,5.967548847198486
EDTRPAS1-35,marginalised,168.76092266422862,0.006546180504657256,5.966758728027344
EDTRPAS1-35,marginalised,173.72027471990037,0.006547119603222189,5.966069221496582
EDTRPAS1-35,marginalised,178.8253665145106,0.006548091732953406,5.965428352355957
EDTRPAS1-35,marginalised,184.0804808800235,0.006549143062916502,5.964795112609863
EDTRPAS1-35,marginalised,189.49002650734718,0.006550318885730267,5.964144706726074
EDTRPAS1-35,marginalised,195.05854164493184,0.006551615175920517,5.963465690612793
EDTRPAS1-35,marginalised,200.7906979060577,0.006552994060490614,5.962769985198975
EDTRPAS1-35,marginalised,206.6913041880074,0.006554406473295029,5.962075710296631
EDTRPAS1-35,marginalised,212.76531070641065,0.006555778830938262,5.961413383483887
EDTRPAS1-35,marginalised,219.0178131481453,0.00655701578120113,5.960819721221924
EDTRPAS1-35,marginalised,225.45405694627917,0.006558040475328175,5.960331916809082
EDTRPAS1-35,marginalised,232.07944168063906,0.006558792518244289,5.959972858428955
EDTRPAS1-35,marginalised,238.89952560769854,0.006559238755171774,5.959758281707764
EDTRPAS1-35,marginalised,245.9200303235849,0.006559372864329612,5.959689140319824
EDTRPAS1-35,marginalised,253.14684556411717,0.006559234095397696,5.959743976593018
EDTRPAS1-35,marginalised,260.58603414590215,0.006558913487057897,5.9598870277404785
EDTRPAS1-35,marginalised,268.24383705263375,0.0065585058591281315,5.960068702697754
EDTRPAS1-35,marginalised,276.1266786708625,0.00655815690465178,5.960224628448486
EDTRPAS1-35,marginalised,284.241172179628,0.006558010606890222,5.960288047790527
EDTRPAS1-35,marginalised,292.5941250984757,0.006558227912089889,5.960191249847412
EDTRPAS1-35,marginalised,301.19254499851206,0.006558909751103671,5.95987606048584
EDTRPAS1-35,marginalised,310.04364538129045,0.006560174882307298,5.959305286407471
EDTRPAS1-35,marginalised,319.1548517304579,0.006562014521420821,5.958462715148926
