SampleID,Network,AgeCat,LPM,n_active,n_free,tau1,f1,tau2,mean_age_mixture,mean_age_sigma_delta,mean_age_p16,mean_age_p50,mean_age_p84,mean_age_sigma_mc,mean_age_fixed_contributors,mean_age_sigma_alt,mean_age_sigma,mean_age_sigma_source,F_lt10yr,F_lt10yr_delta_sigma,F_lt10yr_p16,F_lt10yr_p50,F_lt10yr_p84,F_lt10yr_width,F_lt10yr_source,F_lt10yr_n,F_lt25yr,F_lt25yr_delta_sigma,F_lt25yr_p16,F_lt25yr_p50,F_lt25yr_p84,F_lt25yr_width,F_lt25yr_source,F_lt25yr_n,F_lt40yr,F_lt40yr_delta_sigma,F_lt40yr_p16,F_lt40yr_p50,F_lt40yr_p84,F_lt40yr_width,F_lt40yr_source,F_lt40yr_n,mc_draws_used,Aq_class,Well_class,LPM_MeanAgeFinal_yrs
SCTXSUS1-19/EDTRVFPS1-02,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,18.942,,,18.942,0.5095739010428882,17.734320831298827,19.042794227600098,20.38394805908203,1.3329043096953956,,,0.5095739010428882,delta,0.03436655465406893,0.0189749184140195,7.043045384476492e-07,0.021171898075618444,0.0823336088911258,0.08233290458658735,mc,500,0.844264026151951,0.012107060424680963,0.8165271668549822,0.8556817168862721,0.9503126810597686,0.13378551420478646,mc,500,0.9936299257426255,0.0021544706666055736,0.9889071808917828,0.9948828295163796,0.9999989781992751,0.011091797307492324,mc,500,True,confined,Domestic,14
SCTXSUS1-17,SCTXSUS1,Modern,DM,2,2,22.8417,,,22.8417,,20.31190628051758,23.255075454711914,25.77877151489258,3.270840688630786,,,,delta,2.515810384328684e-41,,7.321197355490236e-69,1.8208384800226407e-49,5.410093715639022e-39,5.410093715639022e-39,mc,500,0.9287443350696547,,0.32785193291815784,0.9281727901625351,0.9999956256964826,0.6721436927783248,mc,500,1.0,,0.9999999999983374,1.0,1.0,1.662558979376172e-12,mc,500,True,unconfined,Domestic,14
SCTXSUS1-16,SCTXSUS1,Modern,DM,2,2,28.1346,,,28.1346,9.852070543788926,27.855141525268554,28.184560775756836,28.399176864624025,0.5892736012119268,,,9.852070543788926,delta,2.1791486977579257e-129,9.11999863917094e-126,1.0023647421154479e-122,8.67209386863987e-121,7.188506663302896e-118,7.188406426828685e-118,mc,500,0.004472800803994962,0.16448779467329638,0.00326374771605032,0.005307069161889342,0.01062486612196562,0.0073611184059152995,mc,500,0.9999999999999989,5.3830019495132e-13,0.9999999999999528,0.9999999999999876,0.9999999999999983,4.551914400963142e-14,mc,500,True,confined,Domestic,25
SCTXSUS1-22,SCTXSUS1,Modern,DM,2,2,21.0556,,,21.0556,,16.002272186279296,23.333250045776367,31.447939605712882,7.309393057149211,,,,delta,0.020554992717037868,,3.156386757303957e-39,2.2476867616445916e-07,0.019502346624377897,0.019502346624377897,mc,500,0.7487542899637301,,0.06327684830289204,0.6503432013327144,1.0,0.936723151697108,mc,500,0.9804033539198891,,0.8999881032948127,0.9957952840731581,1.0,0.10001189670518729,mc,500,True,unconfined,Domestic,12
SCTXSUS1-15/EDTRVFPS1-01,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,4.4933,,,4.4933,3.1049049294033977,3.86254337310791,4.5362138748168945,5.696182956695557,0.793284880013485,,,3.1049049294033977,delta,0.9999987612889619,0.00013290939976214145,0.9999873867417974,0.9999993457161709,1.0,1.2613258202565092e-05,mc,500,1.0,1.2381098285432668e-17,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,1.2381098118552635e-17,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,Domestic,8.7
SCTXSUS1-21/EDTRVFPS1-05,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,31.9249,,,31.9249,0.7997324609290803,31.06590446472168,31.871976852416992,32.67214935302734,0.7890687405428216,,,0.7997324609290803,delta,4.7774889865575264e-166,,1.112933489280796e-160,3.5696674262276234e-153,1.3924797254117946e-145,1.3924797254117935e-145,mc,500,2.4586209992257894e-08,1.0924712527537632e-06,4.940454304613305e-09,1.0632954607017678e-07,1.895362124453324e-06,1.8904216701487106e-06,mc,500,0.999999814623882,7.15195118153898e-06,0.9999913884048717,0.9999994461834734,0.9999999756402868,8.587235415080663e-06,mc,500,True,confined,Domestic,27
SCTXSUS1-23,SCTXSUS1,Modern,DM,2,2,19.2774,,,19.2774,,14.044591827392578,20.024328231811523,30.595190734863277,7.860979346348189,,,,delta,0.10817438125878374,,1.246414077225286e-22,0.007174260334625422,0.11299726873015718,0.11299726873015718,mc,500,0.7867180780860936,,0.3040754686350195,0.759390115623279,0.9999999999999999,0.6959245313649804,mc,500,0.9678163961198583,,0.8527717375741142,0.9731810650360045,1.0,0.14722826242588583,mc,500,True,confined,Domestic,10
SCTXSUS1-18/EDTRVFPS1-03,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,5.9002,,,5.9002,0.4598624189378477,5.806938800811768,5.894062042236328,6.0407150459289545,0.29167974674809255,,,0.4598624189378477,delta,1.0,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,Domestic,6.3
SCTXSUS1-20/EDTRVFPS1-04,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,10.9729,,,10.9729,0.38123340004896356,10.433968811035156,11.00350046157837,11.721330375671386,0.7402314912716763,,,0.38123340004896356,delta,0.019897280930976986,0.1124547856061123,0.001958368776577173,0.024253819022816273,0.21114173899419003,0.20918337021761285,mc,500,1.0,9.785471516576894e-18,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,9.785471516576894e-18,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,Domestic,10
SCTXSUS1-24/EDTRVFPS1-09,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,30.6087,,,30.6087,0.6964307363497672,29.684137268066408,30.456058502197266,31.23908935546875,0.8052006531189511,,,0.6964307363497672,delta,1.0263731622671932e-40,1.1231877509793667e-38,9.48616593375518e-150,4.637714463549079e-58,6.984735312830021e-20,6.984735312830021e-20,mc,500,0.012223836902027179,0.04863068638855163,5.644439344396006e-06,0.004154540727173044,0.08048327591015408,0.08047763147080969,mc,500,0.9989944653430766,0.005779172479388213,0.9849250804761921,0.9998292254784708,0.9999999997598525,0.015074919283660448,mc,500,True,unconfined,Domestic,25
SCTXSUS1-13/EDTRVFPS1-08,SCTXSUS1/EDTRVFPS1,Mixed,BMM-DM-DM,4,2,28.0,0.6377,8464.3408,3084.4862718399995,6837.335854164971,1627.194638143622,3141.048025474156,6913.841723885777,3557.8284538216717,tau1,,6837.335854164971,delta,1.4205505159530091e-14,3.4421256121100185e-15,1.2826656449178808e-14,1.4010391611000103e-14,1.5009909670089813e-14,2.1832532209110045e-15,mc,500,0.14604849118440222,0.035388903560293006,0.13187238329828005,0.14404250554345355,0.15431866980528422,0.02244628650700417,mc,500,0.6348679062456826,0.15383438011205605,0.5732448394177488,0.626147953759354,0.6708180960952159,0.09757325667746708,mc,500,True,unconfined,Domestic,328
