SampleID,omitted_tracer,Aq_class,LPM,n_active_full,tau1_full,tau1_reduced,delta_tau1_rel,w_full_cond,w_reduced_cond,information_ratio_cond,censored_cond,w_full_true,w_reduced_true,information_ratio_true,censored_true
SCTXLUSRC1-27,14C,unconfined,DM,4,19.302978515625,19.30967330932617,0.000346826977803,1.1045991134364157,1.10595500911586,1.0012275002423512,False,1.1329531946685165,1.1345297802705319,1.0013915716990203,False
SCTXLUSRC1-23,3H,unconfined,DM,4,16.230592727661133,14.44326114654541,0.1101211527580041,1.2498083907179536,1.2717431699391453,1.0175505136500094,False,1.273212410695851,1.6493852748069926,1.2954517729728627,True
SCTXLUSRC1-23,3He(trit),unconfined,DM,4,16.230592727661133,16.17718505859375,0.0032905556786205,1.2498083907179536,2.3261733060237,1.861223947046337,True,1.273212410695851,2.7653456642059617,2.171943692172002,True
SCTXLUSRC1-23,SF6,unconfined,DM,4,16.230592727661133,16.870574951171875,0.0394306131790274,1.2498083907179536,1.3739278171677145,1.0993107642511988,False,1.273212410695851,1.3808913102373481,1.084572612265574,False
SCTXLUSRC1-23,14C,unconfined,DM,4,16.230592727661133,16.233577728271484,0.0001839119901803,1.2498083907179536,1.2519049895927312,1.0016775362450343,False,1.273212410695851,1.2765084913000464,1.0025887908227302,False
SCTXSUS1-03,3H,unconfined,DM,2,26.79131317138672,11.031862258911133,0.5882298792769431,1.299100721022113,2.9,2.232313440422328,True,2.7989358224673193,2.9,1.0361080724757705,True
SCTXSUS1-03,14C,unconfined,DM,2,26.79131317138672,28.14486312866211,0.0505219713799243,1.299100721022113,1.225715027144178,0.9435103893867473,False,2.7989358224673193,2.8079593259608373,1.0032239051074645,True
SCTXSUS1-06/EDTRVFPS1-22,3H,unconfined,DM,3,16.03807830810547,18.179113388061523,0.1334969837922539,2.2045256436336778,2.9,1.3154757389077067,True,2.8398650433635333,2.9,1.0211752867542054,True
SCTXSUS1-06/EDTRVFPS1-22,SF6,unconfined,DM,3,16.03807830810547,19.60350608825684,0.2223101615827277,2.2045256436336778,2.439256868348455,1.1064769763022009,True,2.8398650433635333,2.9,1.0211752867542054,True
SCTXSUS1-06/EDTRVFPS1-22,14C,unconfined,DM,3,16.03807830810547,15.930498123168944,0.0067077977092899,2.2045256436336778,2.247600497584787,1.0195392845964404,True,2.8398650433635333,2.842732251645066,1.0010096283583028,True
SCTXSUS1-15/EDTRVFPS1-01,3H,unconfined,DM,4,4.493257999420166,4.2648515701293945,0.0508331436388131,1.3630591013468802,1.49251357493922,1.0949734853495507,False,1.4570896005723626,1.5525312199257302,1.0655015445281313,True
SCTXSUS1-15/EDTRVFPS1-01,3He(trit),unconfined,DM,4,4.493257999420166,20.748151779174805,3.617618614789593,1.3630591013468802,1.81864421949722,1.3342372445187167,True,1.4570896005723626,2.6934792720014222,1.8485337284291856,True
SCTXSUS1-15/EDTRVFPS1-01,SF6,unconfined,DM,4,4.493257999420166,3.4683682918548584,0.2280950053830794,1.3630591013468802,1.7578937006687405,1.289667996737421,True,1.4570896005723626,1.834719847705367,1.2591674849540253,True
SCTXSUS1-15/EDTRVFPS1-01,14C,unconfined,DM,4,4.493257999420166,4.488033771514893,0.0011626814899005,1.3630591013468802,1.3645492780487976,1.0010932590527035,False,1.4570896005723626,1.4587956642732014,1.0011708708237081,False
SCTXSUS1-18/EDTRVFPS1-03,3H,unconfined,DM,4,5.900216579437256,6.171581745147705,0.0459924075763895,2.0547357283998293,2.0123150460189208,0.9793546772002916,True,2.1487022454384737,2.0546824108576405,0.956243432620583,True
SCTXSUS1-18/EDTRVFPS1-03,3He(trit),unconfined,DM,4,5.900216579437256,10.596352577209473,0.7959260367049305,2.0547357283998293,4.013136606593614,1.9531156981043647,True,2.1487022454384737,2.9,1.3496518683109642,True
SCTXSUS1-18/EDTRVFPS1-03,SF6,unconfined,DM,4,5.900216579437256,5.895011425018311,0.0008821971785045,2.0547357283998293,2.184153223363683,1.0629849830200016,True,2.1487022454384737,2.212425046926364,1.0296564131317725,True
SCTXSUS1-18/EDTRVFPS1-03,14C,unconfined,DM,4,5.900216579437256,5.898433208465576,0.0003022551710889,2.0547357283998293,2.053710232861342,0.9995009112245856,True,2.1487022454384737,2.148821225343274,1.0000553729140709,True
SCTXSUS1-02/EDTRVFPS1-25,3H,unconfined,DM,2,16.176528930664062,16.971115112304688,0.0491196958906564,2.9,2.9,1.0,True,2.9,2.9,1.0,True
SCTXSUS1-02/EDTRVFPS1-25,14C,unconfined,DM,2,16.176528930664062,11.299674987792969,0.3014771564267152,2.9,3.820469882921309,1.3174034079038996,True,2.9,2.9000000000000004,1.0000000000000002,True
SCTXSUS1-21/EDTRVFPS1-05,3H,confined,DM,4,31.92485237121582,31.853281021118164,0.0022418694146315,0.4015798625070605,0.4060498369392007,1.0111309725647948,False,0.3711442478001121,0.3732767742127177,1.0057458156100916,False
SCTXSUS1-21/EDTRVFPS1-05,3He(trit),confined,DM,4,31.92485237121582,32.95650863647461,0.0323151459954425,0.4015798625070605,0.5912636029999705,1.4723437557568635,False,0.3711442478001121,2.2509956766618417,6.065015664405945,True
SCTXSUS1-21/EDTRVFPS1-05,SF6,confined,DM,4,31.92485237121582,27.11495780944824,0.1506630165690065,0.4015798625070605,0.8252021852880713,2.0548893565935784,False,0.3711442478001121,1.0949729643296449,2.9502625214317386,False
SCTXSUS1-21/EDTRVFPS1-05,14C,confined,DM,4,31.92485237121582,31.958026885986328,0.0010391438740189,0.4015798625070605,0.4011611612047999,0.9989573647950206,False,0.3711442478001121,0.3708733879961073,0.9992702034165684,False
SCTXSUS1-12/EDTRVFPS1-10,3H,unconfined,DM,4,15.67016315460205,16.120426177978516,0.0287337801740903,0.9320172430481762,0.9770264866296208,1.0482922863468074,False,1.7092900558840496,1.7330572212580602,1.013904699961364,True
SCTXSUS1-12/EDTRVFPS1-10,3He(trit),unconfined,DM,4,15.67016315460205,16.513317108154297,0.053806328959927,0.9320172430481762,6.305036467988988,6.7649354290573775,True,1.7092900558840496,2.9000000000000004,1.6966108180510722,True
SCTXSUS1-12/EDTRVFPS1-10,SF6,unconfined,DM,4,15.67016315460205,15.227121353149414,0.0282729539623538,0.9320172430481762,1.0926874988246702,1.172389788895986,False,1.7092900558840496,1.967281495267523,1.1509348506974375,True
SCTXSUS1-12/EDTRVFPS1-10,14C,unconfined,DM,4,15.67016315460205,15.614180564880373,0.0035725594666344,0.9320172430481762,0.9330862801522016,1.001147014298286,False,1.7092900558840496,1.718436831096187,1.005351213025929,True
