SampleID,Network,AgeCat,LPM,n_active,n_free,tau1,f1,tau2,mean_age_mixture,mean_age_sigma_delta,mean_age_p16,mean_age_p50,mean_age_p84,mean_age_sigma_mc,mean_age_fixed_contributors,mean_age_sigma_alt,mean_age_sigma,mean_age_sigma_source,F_lt10yr,F_lt10yr_delta_sigma,F_lt10yr_p16,F_lt10yr_p50,F_lt10yr_p84,F_lt10yr_width,F_lt10yr_source,F_lt10yr_n,F_lt25yr,F_lt25yr_delta_sigma,F_lt25yr_p16,F_lt25yr_p50,F_lt25yr_p84,F_lt25yr_width,F_lt25yr_source,F_lt25yr_n,F_lt40yr,F_lt40yr_delta_sigma,F_lt40yr_p16,F_lt40yr_p50,F_lt40yr_p84,F_lt40yr_width,F_lt40yr_source,F_lt40yr_n,mc_draws_used,Aq_class,Well_class,LPM_MeanAgeFinal_yrs
EDTRPAS1-41,EDTRPAS1,Mixed,BMM-DM-DM,4,2,29.2111,0.8537,200.0,54.19751606999999,20.128795567253636,50.290479033996945,56.79830797899217,68.20982041421478,12.232490579741771,tau2,17.414917316445987,20.128795567253636,delta,1.204644790662884e-15,6.362411650240953e-15,6.904410748498192e-17,1.7588286000573692e-15,8.70770099528091e-14,8.700796584532413e-14,mc,500,0.12900011827125002,0.11561409252272403,0.07407840509956268,0.13652770909642953,0.2381624360757845,0.16408403097622182,mc,500,0.8447608100248282,0.11672248058848285,0.7563445262402037,0.8278427915598816,0.8671572775368228,0.11081275129661916,mc,500,True,confined,PSW,46
EDTRPAS1-35,EDTRPAS1,Mixed,BMM-DM-DM,4,2,27.9778,0.8871,1000.0,137.71910638,124.57388522828445,118.07614863125055,153.64987145759858,218.51693101742512,58.78539834595019,tau2,1382.4409884104657,1382.4409884104657,alt,1.9365466658270337e-14,1.163713840310687e-13,4.5693997109764975e-16,2.210971176462272e-14,7.244764864808179e-13,7.240195465097203e-13,mc,500,0.20773292360456788,0.18539710102311144,0.10716312661777487,0.20982383995747503,0.339223061250476,0.23205993463270114,mc,500,0.8831889229348948,0.12676665110342739,0.791631127926818,0.8661230112401485,0.9035576895884073,0.11192656166158932,mc,500,True,confined,PSW,209
EDTRPAS1-29,EDTRPAS1,Mixed,BMM-DM-DM,4,2,42.028,0.1365,11500.0,9935.986822,2008.1832395912595,8760.808247167646,9887.084443365675,10501.609779052018,995.734584542772,tau2,2072.149341876236,2072.149341876236,alt,3.034047193684785e-29,7.540430009757128e-28,8.133244161771844e-37,3.701763907631007e-29,6.684527764622723e-09,6.684527764622723e-09,mc,371,1.6954287063132787e-05,0.00013613610482464424,5.587547424510851e-08,1.7546842202723263e-05,0.17460932135581972,0.17460926548034547,mc,371,0.05234428403958514,0.1530324764497181,0.006154014842931166,0.051922586935192784,0.22632967872252538,0.22017566387959422,mc,371,True,confined,PSW,10300
EDTRPAS1-46,EDTRPAS1,Mixed,BMM-DM-DM,3,2,35.188,0.2213,23500.0,18307.237104399996,87.45800129308518,18034.3426874334,18357.70303176565,18721.48380230255,376.01263247195004,tau2,19374.399637028062,19374.399637028062,alt,3.6157154119812734e-22,1.9169153455833156e-22,1.899165977472609e-23,3.363030379203419e-22,6.070540987676347e-21,6.051549327901621e-21,mc,500,0.0020861566305052717,0.0002598732960934226,0.0009805952574884333,0.0020458907878927674,0.00401166990500628,0.0030310746475178466,mc,500,0.18597504430560888,0.0036923012325987942,0.1589746901857344,0.1840712060997824,0.20590680319841245,0.04693211301267805,mc,500,True,confined,PSW,16900
EDTRPAS1-30,EDTRPAS1,Mixed,BMM-DM-DM,4,2,30.1719,0.7412,3000.0,798.7634122800001,422.255192614091,745.8509682433018,833.2469169828432,958.0721813410904,132.41671332561043,tau2,4553.861332459157,4553.861332459157,alt,1.2388219320304773e-16,1.1304337335279227e-15,6.61806976212183e-18,2.1508101811388231e-16,7.549484957023052e-15,7.54286688726093e-15,mc,500,0.07827268219654085,0.13046096993468667,0.042189219028182665,0.08605945935391057,0.15845722453982353,0.11626800551164086,mc,500,0.7266644434049669,0.14354913915368622,0.6616720710664642,0.7176515991925001,0.7497203807100576,0.08804830964359345,mc,500,True,confined,PSW,1770
EDTRPAS1-34,EDTRPAS1,Mixed,BMM-DM-DM,4,2,30.3118,0.6653,3000.0,1024.26644054,41.34521151962935,895.1388095854606,1061.422336449654,1291.3793088589273,206.90401526096664,tau2,504.7874382741881,504.7874382741881,alt,8.116669075090725e-17,4.482240961306259e-17,3.3984910203662237e-18,9.418386808797452e-17,2.2549769571023896e-15,2.2515784660820234e-15,mc,500,0.06633757116721561,0.006702999985420927,0.03385601254170813,0.0675986853276904,0.11896694040883089,0.08511092786712277,mc,500,0.6511678653368383,0.013514691954717656,0.5528012381718134,0.6371432101567265,0.6974370833042655,0.1446358451324521,mc,500,True,confined,PSW,672
EDTRPAS1-43,EDTRPAS1,Mixed,BMM-DM-DM,4,2,32.1157,0.7661,1000.0,258.50383777,79.07896893790826,230.364827450198,273.5550964561637,348.4138409567262,100.72345252404233,tau2,1737.8049067756124,1737.8049067756124,alt,1.5358110268134546e-18,4.989796385576294e-18,1.0143143770061087e-19,2.2037544994615913e-18,2.978929372889446e-16,2.97791505851244e-16,mc,494,0.03361853344947532,0.023185762544762747,0.018315811549751954,0.03648773179999508,0.0879902460153983,0.06967443446564635,mc,494,0.7266993014306324,0.08444685907716552,0.624821226048185,0.7082176178117794,0.7616958852650819,0.1368746592168969,mc,494,True,confined,PSW,141
EDTRPAS1-04/EDTRETN1-01,EDTRPAS1/EDTRETN1,Modern,BMM-DM-DM,4,1,35.0,0.6149,5000.0,1947.0215,1021.3303367022216,1783.2059180378915,1957.683111578226,2235.7547543525693,254.34162672706978,tau1;tau2,518.6509304060386,1021.3303367022216,delta,1.4746897884749727e-21,4.933363986004068e-22,1.3352220582610583e-21,1.4695398767664244e-21,1.5538181432644371e-21,2.1859608500337876e-22,mc,500,0.0062948130775226565,0.0021058397757939542,0.005699485640590417,0.006272830331168535,0.0066325778104341605,0.0009330921698437432,mc,500,0.5202161806397133,0.17403089046670397,0.4710171080609288,0.5183994816833699,0.5481297464829055,0.07711263842197669,mc,500,True,confined,PSW,1100
EDTRPAS1-05/EDTRETN1-03,EDTRPAS1/EDTRETN1,Mixed,BMM-DM-DM,3,2,28.2125,0.6525,14500.0,5057.15865625,584.4292795987103,4811.905377570109,5278.245037904295,6035.598682327253,960.4700640659329,tau2,2332.3411644277653,2332.3411644277653,alt,8.889498013440111e-15,2.2571214089568922e-14,1.167202050416484e-18,8.219794202430928e-15,2.5650772522329928e-11,2.5650771355127878e-11,mc,497,0.13756226241038214,0.051509758315434306,0.023747249269933754,0.13443450977796398,0.36607745845700274,0.34233020918706897,mc,497,0.6492091339974013,0.03890819317055557,0.5539605035641909,0.6320142860302074,0.667939524875064,0.11397902131087312,mc,497,True,confined,PSW,3540
EDTRPAS1-44,EDTRPAS1,Mixed,BMM-DM-DM,4,2,18.6068,0.6159,200.0,88.27992812,3.4079167795031546,69.57091816170993,85.76909088833281,112.4985752714338,24.201674399384107,tau2,9.768601150860283,24.201674399384107,mc,3.286842212945594e-06,3.9012059920540015e-06,2.0065407934593227e-10,2.085298786833238e-06,0.3435071845180112,0.3435071843173571,mc,492,0.6067540574441959,0.016461839717216185,0.3606293189525604,0.5260157883165131,0.6307446453526656,0.2701153264001052,mc,492,0.6158999943972632,0.020262534615090776,0.4606265800946787,0.6321760690687314,0.7326026962151599,0.2719761161204812,mc,492,True,confined,PSW,65
SCTXLUSRC1-11,SCTXLUSRC1,Modern,DM,4,2,17.4647,,,17.4647,1.9687390284566157,17.115644912719727,17.462709426879883,17.854180755615236,0.4797657277259072,,,1.9687390284566157,delta,8.4771092509696e-37,,3.990552169825127e-39,2.2397959518731943e-36,7.982069694670696e-34,7.982029789148998e-34,mc,500,0.9999999999999998,,0.9999999999999694,0.9999999999999996,1.0,3.064215547965432e-14,mc,500,1.0,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,MW (urban),22
SCTXLUSRC1-08,SCTXLUSRC1,Modern,DM,3,2,15.005,,,15.005,,13.804112472534179,15.156321048736572,17.20545478820801,1.8021034073643563,,,,delta,5.813813868396539e-12,,1.0874117028307533e-22,5.235993570088194e-14,0.0003582146639423748,0.0003582146639423748,mc,500,1.0,,0.9999999528136284,0.9999999999999999,1.0,4.718637158784844e-08,mc,500,1.0,5.868146915034245e-18,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,MW (urban),9.3
SCTXLUSRC1-10,SCTXLUSRC1,Modern,DM,4,2,10.5141,,,10.5141,1.187623142754316,10.350523643493652,10.518470287322998,10.738815231323242,0.8005126805159324,,,1.187623142754316,delta,0.13577000342789913,0.14720063200471942,0.06226377917595754,0.13898148564275126,0.2328499447749229,0.17058616559896536,mc,500,1.0,3.8018798318724585e-17,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,3.8018798318724585e-17,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,MW (urban),5.5
SCTXLUSRC1-09,SCTXLUSRC1,Modern,DM,4,2,5.2445,,,5.2445,1.9801335262757782,4.627210330963135,5.285293340682983,5.946857013702393,0.6937540009748511,,,1.9801335262757782,delta,0.9233070158255186,0.329380068163883,0.8968269399272797,0.9227666516215883,0.9425236482389036,0.04569670831162387,mc,500,0.9994547942950436,0.013057776128878318,0.9993421228627721,0.9994758036665324,0.999567706545098,0.00022558368232583614,mc,500,0.9999947823091576,0.00023331915651112392,0.999993982423459,0.9999947333470398,0.9999962271596552,2.2447361961441814e-06,mc,500,True,unconfined,MW (urban),4.5
SCTXLUSRC1-16,SCTXLUSRC1,Modern,DM,4,2,22.8709,,,22.8709,0.3218615221981775,21.579771881103515,22.739545822143555,24.12239013671875,1.310367099863131,,,0.3218615221981775,delta,4.6402339907939566e-10,7.749195318790685e-09,1.5596107791183048e-38,5.437248239736747e-10,2.4904689368159393e-05,2.4904689368159393e-05,mc,500,0.7638745148345408,0.07541866314215913,0.6335815970963623,0.7561266654270127,0.9260867606545988,0.2925051635582365,mc,500,0.9999858926068476,0.00010484902136686432,0.9979184394257984,0.9999959589683923,0.9999999999999999,0.002081560574201502,mc,500,True,unconfined,MW (urban),17
SCTXLUSRC1-01/EDTRETN1-02,SCTXLUSRC1,Modern,DM,4,2,10.279,,,10.279,,10.163869361877442,10.2887864112854,10.410248832702637,0.12812573602360353,,,,delta,0.2764555822308088,,0.19326592260108685,0.272746343346845,0.36916643166838686,0.1759005090673,mc,500,1.0,1.1492004942671707e-17,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,1.1492004942671707e-17,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,MW (urban),10
SCTXLUSRC1-24,SCTXLUSRC1,Modern,DM,4,2,26.6973,,,26.6973,1.0055275170789142,25.4781192779541,26.761512756347656,28.231780548095703,1.3447204228333625,,,1.0055275170789142,delta,0.0021979061342402174,0.003095637104954834,0.0001247235259303402,0.0018406646813879687,0.008314414359539337,0.008189690833608997,mc,500,0.4901277164386491,0.05800140436119738,0.3884550501457108,0.4845233111027307,0.5536921315182532,0.16523708137254245,mc,500,0.914364850409199,0.00858047527222306,0.9032410863732401,0.914059658580946,0.9267541654791596,0.023513079105919488,mc,500,True,unconfined,MW (urban),20
SCTXLUSRC1-25,SCTXLUSRC1,Modern,DM,4,2,3.0089,,,3.0089,1.6802613194843874,2.6410382080078123,3.049429774284363,3.4811909770965577,0.4571948363031592,,,1.6802613194843874,delta,1.0,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,,1.0,1.0,1.0,0.0,mc,500,1.0,,1.0,1.0,1.0,0.0,mc,500,True,unconfined,MW (urban),17
SCTXLUSRC1-27,SCTXLUSRC1,Modern,DM,4,2,19.303,,,19.303,0.07320786671299725,17.961207122802733,19.198205947875977,20.3672989654541,1.2037979404118826,,,0.07320786671299725,delta,1.135668914252938e-10,1.5083594931612806e-09,1.289902118112271e-40,1.7585999854994383e-10,0.0008856481531390091,0.0008856481531390091,mc,500,0.994328584645341,0.012246370421787554,0.8970446909269255,0.9933656488748202,0.9999999596412418,0.10295526871431626,mc,500,0.9999999999996106,6.307089300541154e-12,0.9998568849563103,0.9999999999995819,1.0,0.00014311504368968997,mc,500,True,unconfined,MW (urban),16
SCTXLUSRC1-23,SCTXLUSCR1,Modern,DM,4,2,16.2306,,,16.2306,0.6828738007818148,15.31568733215332,16.338765144348145,17.314696044921874,1.0702830974186213,,,0.6828738007818148,delta,4.558801345609739e-28,1.212324895394561e-25,1.1115897941113687e-32,2.6396476304041864e-25,2.066952157793988e-15,2.066952157793988e-15,mc,500,0.9999999999999998,9.496904431409665e-18,0.9999999999997543,1.0,1.0,2.4569235534954714e-13,mc,500,0.9999999999999998,9.481363020535429e-18,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,MW (urban),15
SCTXSUS1-19/EDTRVFPS1-02,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,18.942,,,18.942,0.360323160943109,17.734320831298827,19.042794227600098,20.38394805908203,1.3329043096953956,,,0.360323160943109,delta,0.03436655465406893,0.013417293483014677,7.043045384476492e-07,0.021171898075618444,0.0823336088911258,0.08233290458658735,mc,500,0.844264026151951,0.008560984526527192,0.8165271668549822,0.8556817168862721,0.9503126810597686,0.13378551420478646,mc,500,0.9936299257426255,0.0015234408182243024,0.9889071808917828,0.9948828295163796,0.9999989781992751,0.011091797307492324,mc,500,True,confined,Domestic,14
SCTXSUS1-17,SCTXSUS1,Modern,DM,2,2,22.8417,,,22.8417,,20.31190628051758,23.255075454711914,25.77877151489258,3.270840688630786,,,,delta,2.515810384328684e-41,,7.321197355490236e-69,1.8208384800226407e-49,5.410093715639022e-39,5.410093715639022e-39,mc,500,0.9287443350696547,,0.32785193291815784,0.9281727901625351,0.9999956256964826,0.6721436927783248,mc,500,1.0,,0.9999999999983374,1.0,1.0,1.662558979376172e-12,mc,500,True,unconfined,Domestic,14
SCTXSUS1-16,SCTXSUS1,Modern,DM,2,2,28.1346,,,28.1346,6.966465890241387,27.855141525268554,28.184560775756836,28.399176864624025,0.5892736012119268,,,6.966465890241387,delta,2.1791486977579257e-129,6.448812882169857e-126,1.0023647421154479e-122,8.67209386863987e-121,7.188506663302896e-118,7.188406426828685e-118,mc,500,0.004472800803994962,0.11631043503590835,0.00326374771605032,0.005307069161889342,0.01062486612196562,0.0073611184059152995,mc,500,0.9999999999999989,3.806357181641189e-13,0.9999999999999528,0.9999999999999876,0.9999999999999983,4.551914400963142e-14,mc,500,True,confined,Domestic,25
SCTXSUS1-22,SCTXSUS1,Modern,DM,2,2,21.0556,,,21.0556,,16.002272186279296,23.333250045776367,31.447939605712882,7.309393057149211,,,,delta,0.020554992717037868,,3.156386757303957e-39,2.2476867616445916e-07,0.019502346624377897,0.019502346624377897,mc,500,0.7487542899637301,,0.06327684830289204,0.6503432013327144,1.0,0.936723151697108,mc,500,0.9804033539198891,,0.8999881032948127,0.9957952840731581,1.0,0.10001189670518729,mc,500,True,unconfined,Domestic,12
SCTXSUS1-15/EDTRVFPS1-01,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,4.4933,,,4.4933,2.1954993305206814,3.86254337310791,4.5362138748168945,5.696182956695557,0.793284880013485,,,2.1954993305206814,delta,0.9999987612889619,9.398113785524392e-05,0.9999873867417974,0.9999993457161709,1.0,1.2613258202565092e-05,mc,500,1.0,8.754758556166576e-18,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,8.754758438164574e-18,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,Domestic,8.7
SCTXSUS1-21/EDTRVFPS1-05,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,31.9249,,,31.9249,0.5654962462579584,31.06590446472168,31.871976852416992,32.67214935302734,0.7890687405428216,,,0.5654962462579584,delta,4.7774889865575264e-166,,1.112933489280796e-160,3.5696674262276234e-153,1.3924797254117946e-145,1.3924797254117935e-145,mc,500,2.4586209992257894e-08,7.724938310735487e-07,4.940454304613305e-09,1.0632954607017678e-07,1.895362124453324e-06,1.8904216701487106e-06,mc,500,0.999999814623882,5.0571931791813535e-06,0.9999913884048717,0.9999994461834734,0.9999999756402868,8.587235415080663e-06,mc,500,True,confined,Domestic,27
SCTXSUS1-23,SCTXSUS1,Modern,DM,2,2,19.2774,,,19.2774,,14.044591827392578,20.024328231811523,30.595190734863277,7.860979346348189,,,,delta,0.10817438125878374,,1.246414077225286e-22,0.007174260334625422,0.11299726873015718,0.11299726873015718,mc,500,0.7867180780860936,,0.3040754686350195,0.759390115623279,0.9999999999999999,0.6959245313649804,mc,500,0.9678163961198583,,0.8527717375741142,0.9731810650360045,1.0,0.14722826242588583,mc,500,True,confined,Domestic,10
SCTXSUS1-18/EDTRVFPS1-03,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,5.9002,,,5.9002,0.32517183484380113,5.806938800811768,5.894062042236328,6.0407150459289545,0.29167974674809255,,,0.32517183484380113,delta,1.0,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,Domestic,6.3
SCTXSUS1-20/EDTRVFPS1-04,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,10.9729,,,10.9729,0.26957272238942603,10.433968811035156,11.00350046157837,11.721330375671386,0.7402314912716763,,,0.26957272238942603,delta,0.019897280930976986,0.07951754147896137,0.001958368776577173,0.024253819022816273,0.21114173899419003,0.20918337021761285,mc,500,1.0,6.9193732664793304e-18,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,1.0,6.9193732664793304e-18,0.9999999999999999,1.0,1.0,1.1102230246251565e-16,mc,500,True,unconfined,Domestic,10
SCTXSUS1-24/EDTRVFPS1-09,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,30.6087,,,30.6087,0.492450896299661,29.684137268066408,30.456058502197266,31.23908935546875,0.8052006531189511,,,0.492450896299661,delta,1.0263731622671932e-40,7.942136752631775e-39,9.48616593375518e-150,4.637714463549079e-58,6.984735312830021e-20,6.984735312830021e-20,mc,500,0.012223836902027179,0.03438708811910119,5.644439344396006e-06,0.004154540727173044,0.08048327591015408,0.08047763147080969,mc,500,0.9989944653430766,0.0040864920498220785,0.9849250804761921,0.9998292254784708,0.9999999997598525,0.015074919283660448,mc,500,True,unconfined,Domestic,25
SCTXSUS1-13/EDTRVFPS1-08,SCTXSUS1/EDTRVFPS1,Mixed,BMM-DM-DM,4,2,28.0,0.6377,8464.3408,3084.4862718399995,4834.726547729966,1627.194638143622,3141.048025474156,6913.841723885777,3557.8284538216717,tau1,,4834.726547729966,delta,1.4205505159530091e-14,2.43395036201889e-15,1.2826656449178808e-14,1.4010391611000103e-14,1.5009909670089813e-14,2.1832532209110045e-15,mc,500,0.14604849118440222,0.025023733686239936,0.13187238329828005,0.14404250554345355,0.15431866980528422,0.02244628650700417,mc,500,0.6348679062456826,0.1087773333568638,0.5732448394177488,0.626147953759354,0.6708180960952159,0.09757325667746708,mc,500,True,unconfined,Domestic,328
SCTXSUS1-25/EDTRVFPS1-06,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,25.2213,,,25.2213,1.1812378879645826,23.91423225402832,25.2991304397583,26.786970748901368,1.4108594429353103,,,1.1812378879645826,delta,0.0001418950200135718,0.0004340043321862327,8.929625871081985e-08,8.40811921611063e-05,0.0014803091693626944,0.0014802198731039835,mc,500,0.5373920603570048,0.08147922218886226,0.39854670609207465,0.5315049102008935,0.6207123901246929,0.22216568403261827,mc,500,0.9743766757757134,0.008682758192002064,0.9663759608877329,0.9757642100326078,0.9881960889402657,0.02182012805253275,mc,500,True,unconfined,Stock,18
SCTXSUS1-14/EDTRVFPS1-07,SCTXSUS1/EDTRVFPS1,Mixed,BMM-DM-DM,4,2,8.0,0.4273,285.1258,166.70994566000002,540.4415309510683,159.85947893188558,174.39966032128905,292.5192671824192,59.60564333696037,tau1,,540.4415309510683,delta,0.4063953620982788,0.05596481850885239,0.37037962501060173,0.40221924419530086,0.43752123591071235,0.06714161090011062,mc,500,0.42729999999999996,0.058843602016918545,0.3894316434860229,0.422909066081047,0.4600269627571105,0.07059531927108764,mc,500,0.42729999999999996,0.058843602016918545,0.3894316434860229,0.422909066081047,0.4600269627571105,0.07059531927108764,mc,500,True,unconfined,Domestic,269
SCTXSUS1-12/EDTRVFPS1-10,SCTXSUS1/EDTRVFPS1,Modern,DM,4,2,15.6702,,,15.6702,0.3862329216217883,14.5161572265625,15.944774150848389,17.571290893554686,1.5572989847035974,,,0.3862329216217883,delta,0.25509959418343664,0.03077324698562972,0.11178127885878544,0.2314060295033504,0.34812732572542976,0.23634604686664432,mc,500,0.8819332138224949,0.005195330660887299,0.8540771900997424,0.8802423210634027,0.9004211645634215,0.046343974463679105,mc,500,0.9850816101834508,0.001161410246874825,0.9808468975802951,0.9857169632797168,0.9906731968240047,0.00982629924370959,mc,500,True,unconfined,Domestic,11
