SampleID,sigma_model,tau2,posterior_density,chi2_sigma_min_at_tau2
EDTRPAS1-41,marginalised,214.89576296994463,0.010168662172569568,4.576634883880615
EDTRPAS1-41,marginalised,219.5421553245611,0.01016734934263693,4.577068328857422
EDTRPAS1-41,marginalised,224.2890101620794,0.01016619910817224,4.577447414398193
EDTRPAS1-41,marginalised,229.13849964311387,0.010165240673901428,4.577757835388184
EDTRPAS1-41,marginalised,234.0928428938878,0.010164548592472152,4.577988624572754
EDTRPAS1-41,marginalised,239.15430702170644,0.010164125229806807,4.5781331062316895
EDTRPAS1-41,marginalised,244.3252081523847,0.010163970792133478,4.5781941413879395
EDTRPAS1-41,marginalised,249.60791249010632,0.010164081031806795,4.578176975250244
EDTRPAS1-41,marginalised,255.0048374001987,0.010164384443238264,4.578094959259033
EDTRPAS1-41,marginalised,260.5184525153195,0.010164857970806823,4.577966690063477
EDTRPAS1-41,marginalised,266.1512808655601,0.010165394659487879,4.577816486358643
EDTRPAS1-41,marginalised,271.90590003298473,0.010165907408313659,4.577671051025391
EDTRPAS1-41,marginalised,277.7849433311305,0.010166295750445021,4.577561378479004
EDTRPAS1-41,marginalised,283.7911010100136,0.010166461225525152,4.577516078948975
EDTRPAS1-41,marginalised,289.92712148718584,0.010166311980264247,4.577563285827637
EDTRPAS1-41,marginalised,296.1958126054115,0.010165742855678736,4.577731609344482
EDTRPAS1-41,marginalised,302.6000429175358,0.010164695991253346,4.578043460845947
EDTRPAS1-41,marginalised,309.14274299913444,0.010163073417712247,4.578517436981201
EDTRPAS1-41,marginalised,315.8269067895449,0.010160876519437798,4.579164981842041
EDTRPAS1-41,marginalised,322.6555929618933,0.010158073528360298,4.579991340637207
EDTRPAS1-41,marginalised,329.6319263227426,0.010154673663266838,4.580992221832275
EDTRPAS1-41,marginalised,336.75909924200437,0.01015072338319705,4.582157135009766
EDTRPAS1-41,marginalised,344.04037311376743,0.010146283895063089,4.583466053009033
EDTRPAS1-41,marginalised,351.4790798487103,0.010141454371712474,4.584890365600586
EDTRPAS1-41,marginalised,359.07862339878557,0.010136372207315439,4.586397171020508
EDTRPAS1-41,marginalised,366.8424813148659,0.010131106379492882,4.587948322296143
EDTRPAS1-41,marginalised,374.7742063380732,0.01012585497178712,4.589500904083252
EDTRPAS1-41,marginalised,382.8774280255116,0.010120729968971186,4.591017723083496
EDTRPAS1-41,marginalised,391.15585441115314,0.010115854493691923,4.592461585998535
EDTRPAS1-41,marginalised,399.61327370263376,0.010111331057783057,4.593802452087402
EDTRPAS1-41,marginalised,408.25355601473717,0.010107238882698204,4.595016002655029
EDTRPAS1-41,marginalised,417.0806551403591,0.01010362322392047,4.596088886260986
EDTRPAS1-41,marginalised,426.0986103597634,0.010100507870895413,4.5970139503479
EDTRPAS1-41,marginalised,435.3115482889547,0.010097885554572868,4.597793102264404
EDTRPAS1-41,marginalised,444.72368476802035,0.010095735237199482,4.5984320640563965
EDTRPAS1-41,marginalised,454.3393267902974,0.010094017280091554,4.598942756652832
EDTRPAS1-41,marginalised,464.1628744732514,0.010092682888717446,4.599339485168457
EDTRPAS1-41,marginalised,474.1988230719725,0.01009167954971946,4.599637985229492
EDTRPAS1-41,marginalised,484.4517650362024,0.010090956510747704,4.599853038787842
EDTRPAS1-41,marginalised,494.9263921118395,0.010090459752084897,4.600000858306885
EDTRPAS1-41,marginalised,505.62749748788167,0.010061743055302346,4.60856294631958
EDTRPAS1-41,marginalised,516.5599779897897,0.010055489836827658,4.6104326248168945
EDTRPAS1-41,marginalised,527.7288363202738,0.010048469739876536,4.6125335693359375
EDTRPAS1-41,marginalised,539.1391833485314,0.010040648608474128,4.614877700805664
EDTRPAS1-41,marginalised,550.7962404489786,0.010032020352358683,4.617466449737549
EDTRPAS1-41,marginalised,562.7053418905531,0.010022610528972173,4.620294094085693
EDTRPAS1-41,marginalised,574.8719372776752,0.010012456906634779,4.623350143432617
EDTRPAS1-41,marginalised,587.3015940439844,0.010001623418968337,4.62661600112915
EDTRPAS1-41,marginalised,600.0,0.009990171903108847,4.630074977874756
EDTRPAS1-35,marginalised,100.00000000000004,0.006300615847343403,6.115651607513428
EDTRPAS1-35,marginalised,102.16216098931017,0.006268878361745563,6.168586254119873
EDTRPAS1-35,marginalised,104.37107138005722,0.006250910790833724,6.131946563720703
EDTRPAS1-35,marginalised,106.62774196956192,0.006241163768497355,6.102601051330566
EDTRPAS1-35,marginalised,108.93320541021005,0.0062362140149950585,6.078618049621582
EDTRPAS1-35,marginalised,111.28851668199466,0.0062340055217832094,6.058835029602051
EDTRPAS1-35,marginalised,113.69475357527463,0.006233328045157027,6.042477130889893
EDTRPAS1-35,marginalised,116.15301718397149,0.00623349955066919,6.028950214385986
EDTRPAS1-35,marginalised,118.66443240942999,0.006234105653385995,6.017779350280762
EDTRPAS1-35,marginalised,121.23014847517307,0.006234939947632827,6.008563041687012
EDTRPAS1-35,marginalised,123.851339452786,0.006235895646266666,6.000962257385254
EDTRPAS1-35,marginalised,126.52920479917218,0.00623688977804686,5.994693756103516
EDTRPAS1-35,marginalised,129.26496990542418,0.006237885693675053,5.989517688751221
EDTRPAS1-35,marginalised,132.0598866575627,0.006238863133904874,5.9852423667907715
EDTRPAS1-35,marginalised,134.91523400939968,0.006239804207860677,5.981705665588379
EDTRPAS1-35,marginalised,137.83231856778752,0.006240695008864199,5.978774547576904
EDTRPAS1-35,marginalised,140.81247519052187,0.006241528358585536,5.976343154907227
EDTRPAS1-35,marginalised,143.8570675971733,0.006242291894833451,5.9743242263793945
EDTRPAS1-35,marginalised,146.96748899312487,0.00624298180967649,5.972649097442627
EDTRPAS1-35,marginalised,150.14516270710286,0.006243599183614152,5.971255779266357
EDTRPAS1-35,marginalised,153.39154284249216,0.006244155281494264,5.97009801864624
EDTRPAS1-35,marginalised,156.70811494273343,0.006244651952824988,5.969128131866455
EDTRPAS1-35,marginalised,160.09639667110847,0.0062451039727586515,5.9683122634887695
EDTRPAS1-35,marginalised,163.55793850522235,0.00624551536047205,5.9676194190979
EDTRPAS1-35,marginalised,167.0943244465021,0.006245915714212219,5.967015743255615
EDTRPAS1-35,marginalised,170.70717274503565,0.006246309633897637,5.966479301452637
EDTRPAS1-35,marginalised,174.3981366400832,0.006246727757114471,5.965982437133789
EDTRPAS1-35,marginalised,178.16890511659884,0.0062471724350676135,5.965509414672852
EDTRPAS1-35,marginalised,182.02120367811088,0.006247668637268612,5.965041160583496
EDTRPAS1-35,marginalised,185.9567951363117,0.006248205488359892,5.964569568634033
EDTRPAS1-35,marginalised,189.97748041772036,0.006248820291852723,5.964084148406982
EDTRPAS1-35,marginalised,194.08509938778676,0.006249475941882728,5.963585376739502
EDTRPAS1-35,marginalised,198.28153169281325,0.006250179287550783,5.963074207305908
EDTRPAS1-35,marginalised,202.56869762008182,0.006250917493624769,5.962558269500732
EDTRPAS1-35,marginalised,206.9485589765768,0.006251660991974616,5.962046146392822
EDTRPAS1-35,marginalised,211.42311998670777,0.0062523916415672875,5.96155309677124
EDTRPAS1-35,marginalised,215.9944282094427,0.006253073711542761,5.961093902587891
