SampleID,n_active,free_params_orig,free_params_new,tau1_prescribed,tau1_refit,tau1_shift_pct,tau2_pinned,f1_orig,f1_refit,chi2_orig,chi2_refit,tau1_lo,tau1_hi,w_tau1,hit_bound,cls_tau1,n_eval,seconds
EDTRPAS1-04/EDTRETN1-01,4,Fraction,"Mean Age, Fraction",35.0,32.569007873535156,-6.945691789899554,5000.0,0.6149,0.7730806469917297,1.017,0.9726210236549377,3.2569007873535156,85.89415359520355,2.537297209934332,True,unconstrained,84,25.9
SCTXSUS1-13/EDTRVFPS1-08,4,"Fraction, 2nd Mean Age","Mean Age, Fraction",28.0,32.69218444824219,16.757801600864955,8464.3408,0.6377,0.7230112552642822,0.2474,0.07988395541906357,3.2692184448242188,41.97138404852576,1.1838354107225315,True,unconstrained,57,24.8
SCTXSUS1-14/EDTRVFPS1-07,4,"Fraction, 2nd Mean Age","Mean Age, Fraction",8.0,5.09344482421875,-36.331939697265625,285.1258,0.4273,0.4019439220428467,0.1785,0.11671502143144608,0.509344482421875,25.455595970182493,4.897717036050736,True,unconstrained,130,24.3
SCTXSUS1-10/EDTRVFPS1-15,4,"Fraction, 2nd Mean Age","Mean Age, Fraction",14.0,26.789255142211914,91.35182244437081,80.2475,0.2759,0.5155639052391052,0.0423,0.006567441392689943,2.6789255142211914,37.600393294983554,1.3035624766489493,True,unconstrained,60,24.6
SCTXSUS1-09/EDTRVFPS1-14,4,"Fraction, 2nd Mean Age","Mean Age, Fraction",10.0,11.43762493133545,14.376249313354492,285.219,0.5135,0.5569795370101929,0.0463,0.03869878500699997,1.143762493133545,26.71873569484506,2.236038806592113,True,unconstrained,78,24.5
SCTXSUS1-04/EDTRVFPS1-20,3,"Fraction, 2nd Mean Age","Mean Age, Fraction",32.0,34.57261276245117,8.039414882659912,13049.916,0.2262,0.24883052706718445,0.0622,0.004907840397208929,3.4572612762451174,51.19174766492604,1.3807023124536504,True,unconstrained,61,22.6
EDTRVFPS1-11,3,"Fraction, 2nd Mean Age","Mean Age, Fraction",14.0,26.081336975097656,86.2952641078404,775.1237,0.4163,0.69862961769104,0.09,0.012100409716367722,2.608133697509766,75.24790573097732,2.7851245548808974,True,unconstrained,89,23.8
EDTRVFPS1-12,4,"Fraction, 2nd Mean Age","Mean Age, Fraction",10.0,18.63390350341797,86.33903503417969,1286.7372,0.3511,0.5077726244926453,0.6198,0.5957132577896118,1.863390350341797,82.83983230558633,4.345651030144662,True,unconstrained,120,27.9
EDTRVFPS1-18,4,"Fraction, 2nd Mean Age","Mean Age, Fraction",12.0,24.230587005615234,101.92155838012695,399.1049,0.4443,0.6810452342033386,0.5518,0.5055158138275146,2.4230587005615236,81.94555282583539,3.28190539118368,True,unconstrained,99,27.3
