decimal_year,H3_31to29_100to95,H3_31to29_105to100,H3_33to31_100to95,H3_33to31_105to100,H3_35to33_100to95,SF6_NH_pptv,C14_NHZone2_pmC
2001.5,3.391064394088939,3.7231387653593555,3.8594618027443706,4.38986313907117,4.641707024899345,4.9601564459177325,106.77907787289229
2001,3.027671142793132,3.6509824219054785,3.4243362897259484,4.584142090281026,4.281848472339462,4.847508543084501,107.11421522691491
2000.5,3.0911533159105162,3.3915551279636116,3.5198925499289095,3.988110486348616,4.218141864329252,4.735223181739883,107.45040796382007
2000,3.1360110855273846,3.7742007236079513,3.549597844715601,4.7459231892073435,4.435222035111059,4.622678059839719,107.78765235786231
1999.5,3.527144476632728,3.9044465824740975,3.9380898001502302,4.538664312081293,4.803746213933081,4.509975958317749,108.2716103632506
1999,3.38831980201546,4.0875970591953035,3.7707035059952436,5.059349437305085,4.856620996610573,4.397328055484555,108.46532345129903
1998.5,3.7603129123606833,4.149219989312898,4.2056023708615005,4.879034812590043,5.140963875167463,4.284885714517704,108.80575682770142
1998,3.9951171677541613,4.830957878591954,4.579032616805194,6.100009528716689,5.768994581822587,4.1722378116845205,109.14725512654489
1997.5,4.732355575089234,5.276090908190592,5.331384815798229,6.185294510288535,6.5309566746936225,4.0597954707176696,109.49346500625734
1997,3.4917558832617606,4.238032333869633,3.9878132323451134,5.336292393333252,5.011947748791449,3.947147567884438,109.82169804777959
1996.5,3.8984957030496084,4.33208326242068,4.375127182760437,5.050857781714933,5.337832969982489,3.834862206539725,110.52491719981515
