decimal_year,H3_31to29_100to95,H3_31to29_105to100,H3_33to31_100to95,H3_33to31_105to100,H3_35to33_100to95,SF6_NH_pptv,C14_NHZone2_pmC
-4785,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.26147355034968
-4790,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.16516472726995
-4795,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.05558432863789
-4800,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.99990896218917
-4805,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.98465252782832
-4810,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.92901426205779
-4815,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.18268115892116
-4820,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.30188880451605
-4825,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.31362687202231
-4830,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.25766752809739
-4835,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.24227401542896
-4840,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.15952309004602
-4845,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.03659248384905
-4850,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.9137011709256
-4855,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.83116554720868
-4860,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.78905901999141
-4865,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.1096906524619
-4870,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.29649589620797
-4875,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.36201781302455
-4880,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.41409994731819
-4885,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.39853893317533
-4890,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.53160129085535
-4895,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.51624201758527
-4900,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.4332640509915
-4905,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.45853711945854
-4910,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.42945805733484
-4915,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.44114338908774
-4920,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.56070247237784
-4925,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.68059624439832
-4930,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.70566694824639
-4935,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.60906353415301
-4940,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.56661389550865
-4945,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.45660451912211
-4950,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.44135022789621
-4955,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.49335751019214
-4960,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.50501788801236
-4965,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.54365931329912
-4970,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.62272678283979
-4975,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.68844607698458
-4980,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.74079290506768
-4985,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.76585983409328
-4990,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.73697191670712
-4995,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.69434097755213
-5000,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.57071854743272
-5005,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.52831968030472
-5010,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.55336680066306
-5015,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.61904413039395
-5020,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.65780663023783
-5025,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.68285832944376
-5030,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.69463961985355
-5035,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.71966435360937
-5040,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.74491251023957
-5045,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.74288214472946
-5050,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.71399016449956
-5055,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.60381662603538
-5060,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.57495939524291
-5065,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.54602749105896
-5070,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.51702083368858
-5075,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.4746060116391
-5080,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.4456756008804
-5085,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.44383781887939
-5090,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.54999020849935
-5095,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.66959698009066
-5100,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.72197091644796
-5105,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.78775025561833
-5110,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.92122363993238
-5115,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.98712353166789
-5120,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.97168585240253
-5125,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.02396671634655
-5130,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.14432455810719
-5135,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.1966933509103
-5140,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.18118534645716
-5145,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.30173710109703
-5150,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.38155811251036
-5155,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.43403733394919
-5160,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.51395496174466
-5165,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.64831933791761
-5170,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.79676689857831
-5175,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.93162158376488
-5180,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,110.18979151879802
-5185,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,110.32520386720186
-5190,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,110.36443858558769
-5195,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,110.33508958021778
-5200,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,110.26458026648062
-5205,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,110.13905369946906
-5210,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.86330231854204
-5215,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.56076856558141
-5220,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.31377198347414
-5225,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.21650326010945
-5230,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.13313920407168
-5235,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.13119775735424
-5240,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.22442895855117
-5245,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.33134339074077
-5250,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.42472861313391
-5255,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.50455997604493
-5260,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.57081279992818
-5265,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.65074904129577
-5270,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.7716966630278
-5275,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.90641034606521
-5280,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.9729062988355
-5285,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.98473695883368
-5290,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.98285702290838
-5295,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.95354868156488
-5300,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.81479523075859
-5305,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.64889564978743
-5310,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.52414919923254
-5315,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.4134193833834
-5320,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.24805976444341
-5325,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.09668491977855
-5330,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.10841057882526
-5335,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.18794168295356
-5340,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.22670912997894
-5345,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.25194919659715
-5350,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.33183352639668
-5355,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.3841891655273
-5360,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.38233252481133
-5365,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.31235579582619
-5370,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.20152840783459
-5375,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.09101202536111
-5380,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.03468892507011
-5385,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.99210056442912
-5390,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.94966376090092
-5395,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.96111513419284
-5400,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.10854388117926
-5405,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.31064278967555
-5410,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.47202282452729
-5415,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.55190537697526
-5420,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.56355615585942
-5425,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.54809309399572
-5430,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.58702384855118
-5435,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.68069151932032
-5440,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.78812317303756
-5445,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.92279812662073
-5450,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,110.08525528227469
-5455,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,110.20672192080323
-5460,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,110.20477997727562
-5465,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,110.06571834401868
-5470,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.77652910215166
-5475,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.4061751833395
-5480,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.06432123985827
-5485,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.79108682630121
-5490,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.68104589867988
-5495,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.69265632826625
-5500,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.78550638515814
-5505,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.87842900765845
-5510,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.87649990276915
-5515,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.83382213185759
-5520,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.81845378926647
-5525,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.82995050544007
-5530,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.78754173280298
-5535,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.75839619559558
-5540,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.74303294446752
-5545,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.75460000241004
-5550,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.79339404344073
-5555,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.80492593635884
-5560,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.69488621511965
-5565,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.53056534184083
-5570,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.46112496112701
-5575,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.45940215739778
-5580,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.53844991961562
-5585,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.69866368178216
-5590,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.95438110206189
-5595,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.21036816289092
-5600,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.3173209294967
-5605,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.30165513383194
-5610,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.19109855097284
-5615,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,109.01244749561636
-5620,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.7938126378093
-5625,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.58887391338152
-5630,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.4249240940115
-5635,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.30153720006852
-5640,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.17821177760463
-5645,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.10908120650224
-5650,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.16094826789278
-5655,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.23993783327137
-5660,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.18415804213701
-5665,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.07450934493772
-5670,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.97851400832745
-5675,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.94977229336816
-5680,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.00174541687306
-5685,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.09378317840141
-5690,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.17278959661414
-5695,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.25159991153713
-5700,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.3170946652313
-5705,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.34223834785719
-5710,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.28628994260083
-5715,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.17665172620168
-5720,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.05369038656065
-5725,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.9307937128563
-5730,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.79454203978047
-5735,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.68544882875312
-5740,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.58962033661803
-5745,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.52103243061966
-5750,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.5056243016217
-5755,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.50361875735206
-5760,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.54197762855856
-5765,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.58034356373707
-5770,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.6184621227824
-5775,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.64334882229703
-5780,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.66848098436861
-5785,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.69334925761807
-5790,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.7046905111422
-5795,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.71626127184182
-5800,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.75461937058037
-5805,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.79298445451776
-5810,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.79121652685386
-5815,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.78915117851275
-5820,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.86793298441478
-5825,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.98698355561882
-5830,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.07922845419648
-5835,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.0907658685106
-5840,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.96782019670638
-5845,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.77793027784608
-5850,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.77582833369597
-5855,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.8410352344408
-5860,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.96004052672656
-5865,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.06576682296354
-5870,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.10436590368462
-5875,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.11591500221516
-5880,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.10036500248204
-5885,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.08501460919848
-5890,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.00248577972194
-5895,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.92007583276944
-5900,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.89128785866045
-5905,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.889322422356
-5910,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.90077168898844
-5915,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.87206010323204
-5920,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.78964191845282
-5925,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.69386275257725
-5930,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.65188491631798
-5935,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.66328706376164
-5940,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.80893942243542
-5945,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.062318216442
-5950,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.31622418232958
-5955,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.55738818875562
-5960,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.67722080202327
-5965,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.70233385564178
-5970,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.67321911775988
-5975,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.54961140287203
-5980,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.37231325486343
-5985,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,108.16812467663075
-5990,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.97802067358498
-5995,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.96256034994256
-6000,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.92035726090623
-6005,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.85136290736936
-6010,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.75552873156049
-6015,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.65980120074896
-6020,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.56418063763009
-6025,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.49517031345557
-6030,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.46673455850657
-6035,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.45136119828207
-6040,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.5565927347073
-6045,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.62166699277923
-6050,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.56623493294775
-6055,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.52412773376214
-6060,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.4284358963832
-6065,3.075069216650473,5.149660353774105,6.011911064042099,4.307788385646632,4.260237180575218,0,107.31966867549043
